gene,archetype,glioma_dep_fraction,min_subgroup_n,sl_n_contexts,sc_compartment,sc_specificity_tier,sc_malignant_mean,sc_malignant_specificity,sc_tme_dominated_flag,gtex_max_tpm,gtex_max_tissue,gtex_vital_organ_max,gtex_brain_max,lake_neuron_max,lake_brain_max,gbmap_normal_brain_max,safety_vital_organ,safety_brain_bulk,safety_brain_neuron,safety_body_wide,safety_composite,cns_high_risk,vital_high_risk
TMED2,pan-glioma-dep,0.7361111111111112,53,0,tumor-cell-expressed,not-TME-dominated-weak,0.5442499762144333,-0.134407489277783,False,222.30900000000003,Cells_Cultured_fibroblasts,102.783,52.3103,0.0670568158316905,0.0851677935885231,0.5206576721234755,0.18021201413427557,0.3356890459363958,0.7173144876325088,0.1872791519434629,0.4110718492343934,False,False
PPP1R12A,pan-glioma-dep,0.9722222222222222,70,1,TME-dominated,TME-dominated,0.3048865055823081,-0.2638991907567274,True,150.891,Artery_Tibial,46.3811,26.1476,0.8081513740501741,0.9446223276164684,0.5600448652140556,0.34982332155477036,0.5795053003533569,0.0035335689045936647,0.26855123674911663,0.3109540636042403,True,False
SNUPN,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.0896336520756101,0.0042634834601949,False,40.0247,Testis,14.6774,13.919,0.0374415982582004,0.0555634954118872,0.1908606182445179,0.7667844522968198,0.7703180212014135,0.823321554770318,0.6855123674911661,0.7868080094228503,False,False
MAK16,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0555549757768602,0.0113503882202169,False,23.9486,Cells_Cultured_fibroblasts,9.7999,9.92756,0.0287652208259044,0.060150423913537,0.0931483290412209,0.8374558303886925,0.8091872791519434,0.8657243816254416,0.8551236749116607,0.8374558303886926,False,False
CHMP7,pan-glioma-dep,0.7638888888888888,55,1,tumor-cell-expressed,not-TME-dominated-weak,0.0800706815254437,-0.0075762608039629,False,49.391000000000005,Spleen,27.2616,34.0546,0.0722943293007125,0.0722943293007125,0.2082177525894208,0.5477031802120141,0.46996466431095407,0.6784452296819787,0.6148409893992932,0.5653710247349824,False,False
RAB1A,subset-dep,0.25,18,0,tumor-cell-expressed,not-TME-dominated-weak,0.4849652846518707,-0.1718342638678126,False,276.258,Cells_Cultured_fibroblasts,201.895,156.92600000000002,0.2682374978323078,0.6398176021451896,0.7813193635507063,0.10600706713780916,0.1024734982332155,0.14840989399293292,0.14487632508833925,0.11896348645465253,False,False
CDK2,pan-glioma-dep,0.8055555555555556,58,1,tumor-cell-expressed,not-TME-dominated-weak,0.0567148694155115,-0.0938563004915027,False,64.4682,Cells_EBV-transformed_lymphocytes,33.5253,3.33791,0.0012341191090476,0.0172586241260367,0.0503545708617239,0.46996466431095407,0.9222614840989399,0.9787985865724381,0.5300353356890459,0.790341578327444,False,False
SPCS2,pan-glioma-dep,0.9305555555555556,67,0,TME-dominated,TME-dominated,0.8047259182913203,-0.2612852116848322,True,51.3048,Cells_EBV-transformed_lymphocytes,35.1254,36.8482,0.1029555561251156,0.2701573624247042,0.8362339179529783,0.4558303886925795,0.45229681978798586,0.558303886925795,0.6007067137809188,0.48881036513545345,False,False
ELAC2,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0959254187972442,0.0118959702541482,False,68.6057,Cells_EBV-transformed_lymphocytes,40.7979,41.9903,0.0677724077393937,0.1462379652502309,0.2887913964011452,0.39575971731448767,0.40636042402826855,0.7102473498233215,0.5053003533568905,0.5041224970553593,False,False
GPR61,pan-glioma-dep,0.5138888888888888,37,0,tumor-cell-expressed,not-TME-dominated-weak,0.0003536451382738,-0.0005310998112283,False,8.052660000000001,Pituitary,0.391917,6.24385,0.0308725728394696,0.0462175491340444,0.0662669160149314,0.9752650176678446,0.8939929328621908,0.8515901060070672,0.9611307420494699,0.906949352179034,False,False
GRB2,pan-glioma-dep,0.9305555555555556,67,1,TME-dominated,TME-dominated,0.2465764851635604,-0.4621887182365808,True,186.054,Cells_EBV-transformed_lymphocytes,88.3493,98.5342,0.2828186107935702,0.3310146413730214,0.6759396290237253,0.21908127208480566,0.18374558303886923,0.13427561837455826,0.22261484098939932,0.17903415783274437,False,False
ODR4,subset-dep,0.2777777777777778,20,0,tumor-cell-expressed,not-TME-dominated-weak,0.1201599037012223,-0.0087966883215819,False,28.2389,Thyroid,19.3105,19.1314,,,0.1415912539972735,0.6643109540636043,0.6890459363957597,0.49823321554770317,0.8197879858657244,0.6171967020023558,False,False
ZNHIT3,pan-glioma-dep,0.6666666666666666,48,0,tumor-cell-expressed,not-TME-dominated-weak,0.2599810376361254,-0.0616174700109523,False,40.3824,Testis,18.1963,37.9384,0.0740165737978659,0.0968259499967969,0.3215985076470777,0.6855123674911661,0.441696113074205,0.6713780918727915,0.6819787985865724,0.5995288574793874,False,False
ELAVL1,subset-dep,0.3472222222222222,25,0,tumor-cell-expressed,not-TME-dominated-weak,0.268789181493645,-0.0019761594734929,False,55.4733,Cells_EBV-transformed_lymphocytes,27.4395,34.0109,0.1702624539280241,0.2170422191164946,0.2261964949694546,0.5441696113074205,0.47349823321554774,0.29328621908127206,0.5795053003533569,0.4369846878680801,False,False
UBA5,pan-glioma-dep,0.7222222222222222,52,0,tumor-cell-expressed,not-TME-dominated-weak,0.1203285766999078,-0.0170843117590812,False,53.2748,Pituitary,31.7476,31.4208,0.119930689689104,0.1461841130528168,0.1855757317759774,0.49116607773851595,0.4946996466431095,0.43462897526501765,0.5865724381625441,0.4734982332155477,False,False
EGLN1,subset-dep,0.2777777777777778,20,0,tumor-cell-expressed,not-TME-dominated-weak,0.130432626934862,-0.0668437106051282,False,155.851,Muscle_Skeletal,19.7247,29.5459,0.1688736901618454,0.2728361990677841,0.1902448598655962,0.6607773851590106,0.519434628975265,0.3003533568904594,0.25795053003533563,0.4935217903415783,False,False
SRF,pan-glioma-dep,0.7083333333333334,51,1,tumor-cell-expressed,not-TME-dominated-weak,0.0630386502527328,-0.0492920478546455,False,164.804,Colon_Sigmoid,60.654,38.3721,0.110693941271182,0.1264369548634258,0.0859361271704396,0.2791519434628975,0.431095406360424,0.49823321554770317,0.24734982332155475,0.4028268551236749,False,False
RPS17,pan-glioma-dep,0.8333333333333334,60,0,TME-dominated,TME-dominated,1.268700095480394,-1.7411002224062828,True,1429.71,Cells_EBV-transformed_lymphocytes,514.125,263.901,0.2266298224798433,0.5053725269170228,3.009800317886677,0.02473498233215543,0.04946996466431097,0.17314487632508835,0.028268551236749095,0.08244994110718491,True,True
CCT3,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.5524374279428198,-0.1464086690190955,False,238.717,Cells_EBV-transformed_lymphocytes,88.7915,122.782,0.1701459052975917,0.1701459052975917,0.7767624638297341,0.215547703180212,0.15194346289752647,0.2968197879858657,0.16961130742049468,0.22143698468786807,False,False
RAC1,pan-glioma-dep,0.8888888888888888,64,1,tumor-cell-expressed,not-TME-dominated-weak,1.3301904165143037,-0.1592586355376537,False,372.568,Esophagus_Mucosa,263.05400000000003,351.236,0.3662883362604373,0.4997044975399231,1.2107676100476832,0.07773851590106007,0.028268551236749095,0.05300353356890464,0.10600706713780916,0.0530035335689046,True,True
EXT1,subset-dep,0.3333333333333333,24,1,tumor-cell-expressed,not-TME-dominated-weak,0.031945595606022,-0.0604560367550144,False,72.1908,Artery_Aorta,23.8198,4.964980000000001,0.7178960946826141,0.7178960946826141,0.1931674697182395,0.5971731448763251,0.9045936395759717,0.007067137809187329,0.47349823321554774,0.502944640753828,True,False
LSM6,pan-glioma-dep,1.0,72,1,TME-dominated,TME-dominated,0.2110759299690305,-0.260926524135663,True,29.2822,Cells_EBV-transformed_lymphocytes,10.0925,9.18566,0.0472821459514664,0.0472821459514664,0.4720024541046936,0.8303886925795053,0.8197879858657244,0.7773851590106007,0.8056537102473498,0.8091872791519436,False,False
E2F3,subset-dep,0.25,18,1,tumor-cell-expressed,not-TME-dominated-weak,0.0699426442166906,-0.0200605687838758,False,16.6518,Cells_EBV-transformed_lymphocytes,9.44986,7.71548,0.1651278286600367,0.1651278286600367,0.0667689452970648,0.8445229681978799,0.8515901060070672,0.31448763250883394,0.9222614840989399,0.6702002355712603,False,False
MZT2A,pan-glioma-dep,0.4444444444444444,32,0,tumor-cell-expressed,not-TME-dominated-weak,0.4037251679732275,-0.034479117061038,False,101.193,Cells_EBV-transformed_lymphocytes,58.153,68.5714,0.1294093260645183,0.1324511068765187,0.2807834310965104,0.3003533568904594,0.29328621908127206,0.38869257950530034,0.3639575971731449,0.32744405182567726,False,False
NELFA,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0920859762838735,0.0186322301847736,False,37.1728,Testis,17.0115,32.1468,0.3048307992841146,0.3048307992841146,0.1265151003195393,0.7173144876325088,0.4876325088339223,0.08833922261484095,0.7031802120141343,0.43109540636042404,True,False
PPP1CB,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,confirmed-malignant-enriched,0.7025663609021248,0.1694090512481921,False,334.555,Artery_Tibial,122.165,69.9257,0.1105516614483285,0.3560168656070269,0.5794610398353179,0.15547703180212014,0.28621908127208484,0.5335689045936396,0.12367491166077738,0.3250883392226149,False,False
KDM8,pan-glioma-dep,0.6805555555555556,49,0,tumor-cell-expressed,not-TME-dominated-weak,0.0054884545958493,-0.0023218307581446,False,36.3901,Liver,36.3901,7.44928,0.0210076971764052,0.0511200331922586,0.125103852965615,0.44522968197879864,0.8621908127208481,0.8975265017667844,0.7208480565371025,0.7349823321554769,False,False
TAF1D,pan-glioma-dep,0.9027777777777778,65,0,tumor-cell-expressed,not-TME-dominated-weak,0.3102979346345695,-0.1112381097533364,False,79.0661,Cells_EBV-transformed_lymphocytes,49.014,26.3908,0.4208488326311825,0.4208488326311825,0.2728669732133315,0.33922261484098937,0.5724381625441697,0.03180212014134276,0.4487632508833922,0.31448763250883394,True,False
TIMM10,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.2503622541633572,-0.0377273688626535,False,98.3954,Cells_EBV-transformed_lymphocytes,46.3609,48.9501,0.0481874212585705,0.0666246754657546,0.2880896230260107,0.3533568904593639,0.3462897526501767,0.773851590106007,0.3710247349823321,0.49116607773851584,False,False
USP36,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0651157418668539,-0.1084417804374338,False,46.591,Ovary,29.5161,38.0496,0.1869299797794508,0.2848116791533778,0.1793087504126808,0.519434628975265,0.4381625441696113,0.2614840989399293,0.6395759717314488,0.40636042402826855,False,False
PFDN1,pan-glioma-dep,0.7777777777777778,56,0,tumor-cell-expressed,not-TME-dominated-weak,0.2990601281130112,-0.1929602168080423,False,94.1864,Cells_Cultured_fibroblasts,71.943,93.2875,0.1242787628920096,0.1630861748663449,0.4989360977302898,0.24734982332155475,0.20141342756183744,0.41696113074204944,0.38869257950530034,0.28857479387514723,False,False
SKA1,pan-glioma-dep,0.7361111111111112,53,0,tumor-cell-expressed,not-TME-dominated-weak,0.0196297398959368,-0.0129539155438555,False,25.1338,Cells_EBV-transformed_lymphocytes,0.446378,1.46468,0.0016697730520024,0.0140188497716337,0.0325836554397923,0.9717314487632509,0.950530035335689,0.9717314487632509,0.8374558303886925,0.9646643109540637,False,False
HAUS4,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.0217797707481553,-0.0332564145089129,False,92.9507,Ovary,58.3155,25.1228,0.0003867561548124,0.0003867561548124,0.0727565667532772,0.2968197879858657,0.5936395759717314,0.9929328621908127,0.39575971731448767,0.6277974087161367,False,False
MED11,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.115614705623052,-0.0085723206856313,False,35.7219,Spleen,28.9017,23.5019,0.022899777438376,0.0376012969498425,0.1241870263086833,0.5300353356890459,0.6183745583038869,0.8904593639575972,0.7314487632508834,0.67962308598351,False,False
CCDC59,pan-glioma-dep,0.875,63,0,tumor-cell-expressed,not-TME-dominated-weak,0.2350728582286446,-0.115962008481654,False,47.5652,Cells_EBV-transformed_lymphocytes,23.0528,20.1413,0.1197857324391044,0.1647472119167307,0.3510348667102986,0.607773851590106,0.6643109540636043,0.4381625441696113,0.6360424028268552,0.5700824499411072,False,False
CSH2,pan-glioma-dep,0.3888888888888889,28,0,tumor-cell-expressed,not-measured,,,,1.6646299999999998,Testis,0.0,0.166116,0.0013824130976105,0.0013824130976105,,0.9929328621908127,0.9823321554770318,0.9752650176678446,0.9858657243816255,0.9835100117785629,False,False
TSEN34,pan-glioma-dep,0.6805555555555556,49,0,tumor-cell-expressed,not-TME-dominated-weak,0.2913646932647428,0.0396017103602521,False,71.4037,Whole_Blood,31.9105,14.2833,0.0325024897762756,0.1370120243263087,0.3122075125575065,0.4876325088339223,0.7667844522968198,0.8480565371024735,0.48056537102473496,0.7008244994110718,False,False
DSCC1,subset-dep,0.3055555555555556,22,0,tumor-cell-expressed,not-TME-dominated-weak,0.0388499285990034,0.0125204349418496,False,18.6422,Cells_EBV-transformed_lymphocytes,2.17418,7.522139999999999,0.0213436269553005,0.0685309953162593,0.0658605098724365,0.9328621908127208,0.8551236749116607,0.8939929328621908,0.9045936395759717,0.8939929328621908,False,False
INTS9,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.024637144064464,-0.0001216108340249,False,25.1112,Cells_EBV-transformed_lymphocytes,12.4847,7.48867,0.1026230555457357,0.1028520455349649,0.1630249931053682,0.7950530035335689,0.8586572438162544,0.5618374558303887,0.8409893992932862,0.7385159010600706,False,False
PFDN4,subset-dep,0.25,18,1,TME-dominated,TME-dominated,0.3206733397074306,-0.2534179213296695,True,34.1758,Cells_Cultured_fibroblasts,10.8179,23.4654,0.1211605884676615,0.1307285791910969,0.5740912610371002,0.8127208480565371,0.6254416961130742,0.42402826855123676,0.7491166077738516,0.6207302709069493,False,False
EPRS1,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.2349880592991352,0.0101011451908346,False,176.63299999999998,Cells_Cultured_fibroblasts,38.0786,52.593,,,0.3459094139662655,0.43462897526501765,0.33215547703180215,0.49823321554770317,0.24028268551236753,0.4216725559481744,False,False
PTPMT1,pan-glioma-dep,0.7222222222222222,52,1,tumor-cell-expressed,not-TME-dominated-weak,0.1936904069294285,0.0331887968581043,False,64.018,Testis,20.213,17.8884,,,0.3180471141903386,0.6537102473498233,0.7067137809187279,0.49823321554770317,0.5335689045936396,0.6195524146054181,False,False
TSEN54,pan-glioma-dep,0.9583333333333334,69,0,tumor-cell-expressed,not-TME-dominated-weak,0.0623474324875347,-0.1812739623349373,False,61.572,Brain_Cerebellum,29.4214,61.572,0.0937539982116844,0.1129901145751286,0.1193844242529435,0.5229681978798586,0.3074204946996466,0.5865724381625441,0.5477031802120141,0.47232037691401646,False,False
POLR1G,pan-glioma-dep,0.5138888888888888,37,0,tumor-cell-expressed,not-TME-dominated-weak,0.0555887601972201,0.0170475628944338,False,7.148630000000001,Cells_Cultured_fibroblasts,2.3728700000000003,6.74679,,,0.0375192531586585,0.9293286219081272,0.8763250883392226,0.49823321554770317,0.9787985865724381,0.767962308598351,False,False
PPRC1,pan-glioma-dep,0.6388888888888888,46,0,tumor-cell-expressed,not-TME-dominated-weak,0.028053122631122,-0.0116648274375968,False,35.7105,Cells_EBV-transformed_lymphocytes,30.4464,14.335,0.0398378754859977,0.0398378754859977,0.2427851688717642,0.5017667844522968,0.7597173144876326,0.8091872791519434,0.734982332155477,0.690223792697291,False,False
NBAS,pan-glioma-dep,0.7083333333333334,51,0,tumor-cell-expressed,not-TME-dominated-weak,0.0686166271237937,0.0094621506006066,False,28.8018,Testis,13.8652,16.1666,0.4447161324998005,0.4654085085655686,0.2144738327373158,0.7703180212014135,0.7420494699646643,0.02473498233215543,0.8127208480565371,0.5123674911660777,True,False
PFDN5,pan-glioma-dep,0.9444444444444444,68,0,TME-dominated,TME-dominated,1.168231819932039,-0.627705244811003,True,938.711,Ovary,535.3380000000001,482.144,0.4006544745572112,0.4006544745572112,1.6987247683630746,0.017667844522968212,0.017667844522968212,0.03886925795053009,0.04946996466431097,0.024734982332155504,True,True
RINT1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0670599228162341,0.0250702679379607,False,23.4477,Cells_Cultured_fibroblasts,15.7175,21.1418,0.0877934091367711,0.1107791529057029,0.0781498699178618,0.7385159010600706,0.6607773851590106,0.6007067137809188,0.8586572438162544,0.6666666666666666,False,False
WWTR1,subset-dep,0.4027777777777778,29,2,TME-dominated,TME-dominated,0.1672793507385285,-0.3742922178539908,True,94.0472,Esophagus_Muscularis,47.6024,23.1063,0.0383480930479767,0.5248235176462946,0.1658332086022878,0.34275618374558303,0.6289752650176679,0.8162544169611308,0.392226148409894,0.5959952885747939,False,False
SOCS3,subset-dep,0.2361111111111111,17,0,TME-dominated,TME-dominated,0.3062157866897237,-0.3577563149813858,True,513.484,Fallopian_Tube,366.86300000000006,18.3985,0.0010351331342428,0.123581892676099,0.4285213124646025,0.05653710247349819,0.7031802120141343,0.9823321554770318,0.0742049469964664,0.5806831566548881,False,True
WBP11,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1975167237947907,-0.0354554173345509,False,78.8237,Cells_EBV-transformed_lymphocytes,45.5743,39.8832,0.110488784391129,0.110488784391129,0.2307010621509768,0.36042402826855124,0.4204946996466431,0.5371024734982333,0.45229681978798586,0.43934040047114253,False,False
ARMC5,subset-dep,0.4027777777777778,29,0,tumor-cell-expressed,not-TME-dominated-weak,0.0426843384884388,0.0015778963136841,False,21.1335,Thyroid,12.1316,19.0529,0.0485909973485472,0.1276123233260561,0.1815637463322756,0.8021201413427562,0.6925795053003534,0.7703180212014135,0.88339222614841,0.7550058892815077,False,False
DDX10,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.0723603491407493,-0.0435867042636859,False,13.2914,Testis,5.4404900000000005,8.2104,0.3020479769070301,0.3337129085300209,0.1461527157913554,0.9045936395759717,0.8374558303886925,0.09540636042402828,0.9363957597173145,0.6124852767962309,False,False
UFC1,subset-dep,0.3611111111111111,26,0,tumor-cell-expressed,not-TME-dominated-weak,0.4387781981894785,-0.046537816945502,False,116.102,Ovary,84.5742,78.393,0.0635550277147996,0.0665474046728402,0.4925128763372248,0.22614840989399299,0.2508833922261484,0.7279151943462898,0.33215547703180215,0.4016489988221437,False,False
CCT8,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,0.4275818011746895,-0.28669219227276,True,370.219,Cells_EBV-transformed_lymphocytes,100.661,116.71,0.1221211483256714,0.1339219058566973,0.7142739934474496,0.1872791519434629,0.1590106007067138,0.4204946996466431,0.10954063604240283,0.25559481743227325,False,False
RSL1D1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.3721905195088863,-0.1881736768103064,False,122.828,Ovary,38.5445,42.8205,0.1708427755819055,0.2068001662511479,0.5603641963191928,0.4134275618374559,0.4028268551236749,0.28621908127208484,0.3180212014134276,0.3674911660777385,False,False
ELMO2,subset-dep,0.2083333333333333,15,1,tumor-cell-expressed,not-TME-dominated-weak,0.0642415125032919,-0.020640668048598,False,83.1176,Brain_Cerebellum,31.4662,83.1176,0.1738438629410732,0.1805416342172988,0.2916633159438999,0.4946996466431095,0.21201413427561833,0.2791519434628975,0.42756183745583043,0.32862190812720843,False,False
HAUS1,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,0.1392068933998816,-0.3078509467931625,True,48.3763,Cells_EBV-transformed_lymphocytes,14.7975,9.61074,0.02717617565983,0.1556761643476353,0.4470578401930442,0.7597173144876326,0.8162544169611308,0.8692579505300353,0.6183745583038869,0.8150765606595995,False,False
MED26,pan-glioma-dep,0.8333333333333334,60,1,tumor-cell-expressed,not-TME-dominated-weak,0.0335653490630606,-0.0027227467937597,False,57.4701,Testis,7.36178,6.6634899999999995,,,0.025898013098883,0.8869257950530035,0.8798586572438163,0.49823321554770317,0.568904593639576,0.7550058892815077,False,False
FOXK1,subset-dep,0.2777777777777778,20,1,tumor-cell-expressed,not-TME-dominated-weak,0.1182217381456917,0.0123990487830435,False,23.9665,Uterus,13.7433,13.7787,0.1452929478991355,0.1919479621863291,0.1058226893626481,0.773851590106007,0.773851590106007,0.33922261484098937,0.8515901060070672,0.6289752650176678,False,False
NOC3L,pan-glioma-dep,0.9166666666666666,66,0,tumor-cell-expressed,not-TME-dominated-weak,0.0672538501132825,-0.0312753171718317,False,36.6723,Cells_EBV-transformed_lymphocytes,9.33194,6.79978,0.0368737903393278,0.1799527630371173,0.0862402367976404,0.8480565371024735,0.872791519434629,0.8268551236749117,0.7137809187279152,0.8492343934040046,False,False
HAUS5,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.0506350315175432,0.0152301545314958,False,37.0641,Ovary,12.5548,30.9414,0.0444306155731303,0.080149788603971,0.0508965167696076,0.7915194346289752,0.5017667844522968,0.7879858657243817,0.7067137809187279,0.6937573616018845,False,False
HNRNPH1,pan-glioma-dep,0.9444444444444444,68,1,tumor-cell-expressed,not-TME-dominated-weak,0.6725048208071044,-0.1100991224903853,False,273.51,Ovary,216.80900000000003,173.234,0.323538671821075,0.4252742406847392,0.5473913444736312,0.09540636042402828,0.09540636042402828,0.0742049469964664,0.14840989399293292,0.08833922261484099,True,True
NOB1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1108051440376655,-0.0313335800227192,False,137.747,Cells_EBV-transformed_lymphocytes,38.0196,26.3678,0.02402453410432,0.0660292411718153,0.185473008589311,0.4381625441696113,0.5759717314487632,0.8869257950530035,0.2897526501766784,0.6336866902237928,False,False
HJV,subset-dep,0.4166666666666667,30,1,tumor-cell-expressed,not-TME-dominated-weak,1.8867081390130655e-06,1.8867081390130655e-06,False,215.564,Muscle_Skeletal,66.0674,0.189794,,,0.0,0.26501766784452296,0.9787985865724381,0.49823321554770317,0.19787985865724378,0.5806831566548881,False,False
NUP54,pan-glioma-dep,0.9027777777777778,65,1,tumor-cell-expressed,not-TME-dominated-weak,0.1145351310994976,-0.0014904553120484,False,38.1,Cells_Cultured_fibroblasts,24.0272,33.5986,0.1576782291765457,0.1807890769652561,0.1305911420814452,0.5901060070671378,0.4770318021201413,0.3250883392226148,0.6925795053003534,0.464075382803298,False,False
PAK1IP1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1535921043437509,-0.0371313511988022,False,48.0303,Prostate,15.9664,19.430999999999997,0.0693873872407929,0.0739472329619206,0.1907234555425531,0.7314487632508834,0.6819787985865724,0.6890459363957597,0.6254416961130742,0.7008244994110718,False,False
RPS21,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,1.573495097492425,-1.134573565489227,True,1190.82,Ovary,432.796,415.00699999999995,0.3030447179240735,0.4461871274280128,2.708068662981652,0.03180212014134276,0.021201413427561877,0.09187279151943462,0.04240282685512364,0.04829210836277975,True,True
ALG2,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0869541770387089,-0.0702194602987,False,46.5278,Cells_Cultured_fibroblasts,29.591,20.0107,0.0426969254048063,0.10556919690981,0.1519681552931063,0.5159010600706714,0.667844522968198,0.7950530035335689,0.6431095406360424,0.6595995288574793,False,False
ARPC2,pan-glioma-dep,0.7083333333333334,51,0,TME-dominated,TME-dominated,0.7269133143408871,-0.8968353227094671,True,374.31,Cells_EBV-transformed_lymphocytes,220.324,72.0917,0.2893529560253595,0.3195115523717596,0.5685143670594761,0.09187279151943462,0.27561837455830385,0.11307420494699649,0.1024734982332155,0.160188457008245,False,True
ACTR3,pan-glioma-dep,0.7361111111111112,53,3,TME-dominated,TME-dominated,0.3948953680755392,-0.3323069479543915,True,167.56900000000002,Cells_EBV-transformed_lymphocytes,59.6546,30.6152,0.1260286992273686,0.2594198855419649,0.3866276559076308,0.2897526501766784,0.5123674911660777,0.3992932862190812,0.2438162544169611,0.40047114252061244,False,False
PTPN11,pan-glioma-dep,0.9166666666666666,66,0,tumor-cell-expressed,not-TME-dominated-weak,0.1797717647476358,-0.0973647000211894,False,111.383,Cells_Cultured_fibroblasts,45.5861,108.683,0.3311064296591783,0.3311064296591783,0.4352996078404513,0.3568904593639576,0.16961130742049468,0.06713780918727918,0.34275618374558303,0.1978798586572438,True,False
SLC35B2,subset-dep,0.3472222222222222,25,1,tumor-cell-expressed,not-TME-dominated-weak,0.1715442953242411,-0.0082831808806762,False,119.209,Cells_Cultured_fibroblasts,41.7028,37.4293,0.0248659231748563,0.0567221558906464,0.3600036708577986,0.38869257950530034,0.44522968197879864,0.8763250883392226,0.3250883392226148,0.5700824499411072,False,False
COPA,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.2398510978851981,-0.2071976674129818,False,263.279,Cells_Cultured_fibroblasts,113.557,124.48,0.282476933980003,0.3116979064936074,1.0131369666619734,0.16607773851590102,0.14487632508833925,0.13780918727915192,0.16254416961130747,0.14958775029446406,False,False
CDC42,pan-glioma-dep,0.9861111111111112,71,0,TME-dominated,TME-dominated,0.6413012148141665,-0.406873009419444,True,227.04,Cells_EBV-transformed_lymphocytes,134.605,107.04,0.2840972533458818,0.2840972533458818,0.9265151511539113,0.13780918727915192,0.17314487632508835,0.1307420494699647,0.18021201413427557,0.14723203769140167,False,False
NARS1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.3650816924783952,0.0258355937959217,False,187.99400000000003,Cells_Cultured_fibroblasts,84.8611,129.62,,,0.4981712075796994,0.22261484098939932,0.12720848056537104,0.49823321554770317,0.21908127208480566,0.2826855123674912,False,False
PSTK,pan-glioma-dep,0.625,45,1,tumor-cell-expressed,not-TME-dominated-weak,0.045630194316822,-0.0188123019395588,False,7.53297,Testis,2.16111,4.66956,0.1166541515644566,0.1172927149155725,0.0644424962563809,0.9363957597173145,0.911660777385159,0.4487632508833922,0.9717314487632509,0.7656065959952886,False,False
NOP2,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0509368166322919,-0.0093769268778022,False,61.5858,Cells_EBV-transformed_lymphocytes,27.4525,25.7176,0.039448383337098,0.0732014968283703,0.1133300123566931,0.5406360424028269,0.5830388692579505,0.8127208480565371,0.5441696113074205,0.6454652532391049,False,False
FOXO3,subset-dep,0.2361111111111111,17,0,tumor-cell-expressed,not-TME-dominated-weak,0.207696340016507,0.0160044315495851,False,71.8138,Artery_Tibial,51.7583,62.285,0.4006227594280282,0.5694835297707385,0.5139862332831729,0.3250883392226148,0.30388692579505305,0.04240282685512364,0.4770318021201413,0.22379269729093051,True,False
NOL12,pan-glioma-dep,0.9583333333333334,69,0,tumor-cell-expressed,not-TME-dominated-weak,0.0756445374633148,-0.0801391192996199,False,46.2783,Brain_Cerebellar_Hemisphere,17.9169,46.2783,0.0024982465954757,0.0051082132554233,0.4324947386472063,0.6890459363957597,0.3639575971731449,0.9646643109540636,0.646643109540636,0.6725559481743227,False,False
MLST8,pan-glioma-dep,0.5972222222222222,43,1,tumor-cell-expressed,not-TME-dominated-weak,0.1460912736949058,0.0513019620314254,False,78.4106,Brain_Cerebellum,23.7844,78.4106,0.113169635362676,0.1171527772055502,0.4969292933290655,0.6042402826855124,0.24734982332155475,0.4593639575971732,0.4558303886925795,0.4369846878680801,False,False
